id,hiragana,hinmoku,kubun,kubun2,note
845,きゅーけーす（かわせい）,キューケース（革製）,燃やせるゴミ,可燃,
846,きゅーけーす（ぷらすちっくせい）,キューケース（プラスチック製）,燃やせないごみ,不燃,
847,きゅうこん,球根,燃やせるゴミ,可燃,
848,きゅうす（とうきせい・がらすせい）,急須（陶器製・ガラス製）,燃やせないごみ,不燃,
849,きゅうとうき,給湯器,金属,金属,電池は取り外して「危険ごみ」。
850,きゅうにゅうき,吸入器,金属,金属,
851,ぎゅうにゅうぱっく,牛乳パック,飲料用紙パック,飲料用紙パック,切り開いて、ひもで十文字に束ねる内側がアルミ加工の物は「可燃」。
852,ぎゅうにゅうびん,牛乳びん,びん,びん,なるべく販売店に戻す。
853,ぎゅうにゅうびんのふた（かみせい）,牛乳びんのふた（紙製）,燃やせるゴミ,可燃,
854,ぎゅうにゅうびんのふたのびにーる,牛乳びんのふたのビニール,容器包装プラスチック,容プラ,
855,きゅうばん,吸盤,燃やせるゴミ,可燃,
856,きゅうばんふっく（きんぞくせい）,吸盤フック（金属製）,金属,金属,
857,きゅうばんふっく（ぷらすちっくせい）,吸盤フック（プラスチック製）,その他プラスチック,他プラ,
858,きゅうめいどうい,救命胴衣,その他プラスチック,他プラ,
859,きょうかしょ,教科書,雑誌・雑紙,雑誌・雑紙,
860,きょうだい,鏡台,燃やせるゴミ,可燃,鏡部分は「不燃」。
861,きょうつくえ,経机,燃やせるゴミ,可燃,
862,きり（きり）,錐（きり）,金属,金属,
863,きりかぶ,切り株,燃やせないごみ,不燃,大きさの規定に従って排出する（ごみ分別ガイドブック７ページ参照）。
864,きりふき（がらすせい）,霧吹き（ガラス製）,燃やせないごみ,不燃,
865,きりふき（きんぞくせい）,霧吹き（金属製）,金属,金属,
866,きりふき（ぷらすちっくせい）,霧吹き（プラスチック製）,その他プラスチック,他プラ,
867,きるてぃんぐふーぷ（もくせい）,キルティングフープ（木製）,燃やせるゴミ,可燃,
868,きるてぃんぐまっと・しーつ,キルティングマット・シーツ,燃やせるゴミ,可燃,
869,ぎんがみ,銀紙,燃やせるゴミ,可燃,
870,きんぎょばち（がらすせい）,金魚鉢（ガラス製）,燃やせないごみ,不燃,
871,きんぎょばち（ぷらすちっくせい）,金魚鉢（プラスチック製）,その他プラスチック,他プラ,
872,きんこ（たいかせい）,金庫（耐火性）,自己搬入,自己搬入,鍵を開けて中身が確認できるようにする。
873,きんこ（てさげよう）,金庫（手提げ用）,金属,金属,鍵を開けて中身が確認できるようにする。
874,きんぞくせいのこっぷ,金属製のコップ,金属,金属,
875,きんぞくせいのようき,金属製の容器,金属,金属,
876,きんぞくのはこ,金属の箱,金属,金属,
877,きんぞくへん,金属片,金属,金属,
878,ぎんてーぷ,銀テープ,燃やせるゴミ,可燃,
879,きんぱい,金杯,金属,金属,
880,くい（きんぞくせい）,杭（金属製）,金属,金属,
881,くい（ぷらすちっくせい）,杭（プラスチック製）,その他プラスチック,他プラ,
882,くうきいれ（きんぞくせい）,空気入れ（金属製）,金属,金属,
883,くうきいれ（ぷらすちっくせい）,空気入れ（プラスチック製）,その他プラスチック,他プラ,
884,くうきせいじょうき（ふろんがすふしよう）,空気清浄機（フロンガス不使用）,金属,金属,
885,くうきせいじょうき（ふろんがすしよう）,空気清浄機（フロンガス使用）,自己搬入,自己搬入,フロンガスを抜いた証明書を持って津市リサイクルセンターへ自己搬入。
886,くうきせいじょうきのふぃるたー（ぷらすちっくせい）,空気清浄機のフィルター（プラスチック製）,その他プラスチック,他プラ,
887,くうきせいじょうきのふぃるたー（ふしょくふせい）,空気清浄機のフィルター（不織布製）,燃やせるゴミ,可燃,
888,くーはん,クーハン,燃やせるゴミ,可燃,
889,くーらーぼっくす,クーラーボックス,その他プラスチック,他プラ,
890,くーらーほんたい・しつがいき（かていよう）,クーラー本体・室外機（家庭用）,家電4品目,家電4品目,ごみ分別ガイドブック２５ページ参照。
891,くーるまっと,クールマット,燃やせるゴミ,可燃,
892,くぎ,くぎ,金属,金属,空き缶等の小さな金属容器に入れて出す。
893,くぎぬき,くぎ抜き,金属,金属,
894,そう,草,燃やせるゴミ,可燃,
895,くさかりたくみ,草刈り機,金属,金属,エンジン式の物は燃料を取り除く電動式の物はバッテリーを取り除いて「危険ごみ」。
896,くさかりきのは,草刈り機の刃,金属,金属,
897,そうやきばーなー,草焼きバーナー,金属,金属,ボンベは「危険ごみ」。
898,くさり（きんぞくせい）,鎖（金属製）,金属,金属,
899,くさり（ぷらすちっくせい）,鎖（プラスチック製）,その他プラスチック,他プラ,
900,くし（もくせい）,櫛（木製）,燃やせるゴミ,可燃,
901,くし（きんぞくせい）,櫛（金属製）,金属,金属,
902,くし（ぷらすちっくせい）,櫛（プラスチック製）,その他プラスチック,他プラ,
903,くし（きんぞくせい）,串（金属製）,金属,金属,
904,くし（たけせい・もくせい）,串（竹製・木製）,燃やせるゴミ,可燃,
905,くずとるねっと,くず取りネット,燃やせるゴミ,可燃,
906,くすり（じょうざい・かぷせるなど）,薬（錠剤・カプセルなど）,燃やせるゴミ,可燃,袋に「イ」または「医」と書く。
907,くすりのちゅーぶ（きんぞくせい）,薬のチューブ（金属製）,金属,金属,中身が残っている場合は、雑紙・雑布等にしみ込ませて「可燃」。
908,くすりのちゅーぶ（ぷらすちっくせい）,薬のチューブ（プラスチック製）,容器包装プラスチック,容プラ,中身は取り除く。
909,くすりのようき（ぷらすちっくせい）,薬の容器（プラスチック製）,容器包装プラスチック,容プラ,
910,くすりのようき（きんぞくせい）,薬の容器（金属製）,金属,金属,
911,くすり（じょうざい・かぷせる）のほうそうしーと,薬（錠剤・カプセル）の包装シート,燃やせるゴミ,可燃,
912,くすりばこ（きんぞくせい）,薬箱（金属製）,金属,金属,
913,くすりばこ（ぷらすちっくせい）,薬箱（プラスチック製）,その他プラスチック,他プラ,
914,くすりばこ（もくせい）,薬箱（木製）,燃やせるゴミ,可燃,
915,くすりびん(のみぐすり）,薬びん(飲み薬）,びん,びん,中身は取り除く。
916,くすりびん(のみぐすりいがい）,薬びん(飲み薬以外）,燃やせないごみ,不燃,中身は取り除く。
917,くだものかご(くだものがはいるてはんばいするれるているたもの、ぷらすちっくせい),果物かご(果物が入って販売されていたもの、プラスチック製),その他プラスチック,他プラ,
918,くだもののあみ・ねっと,果物の網・ネット,容器包装プラスチック,容プラ,
919,くちべに,口紅,燃やせるゴミ,可燃,
920,くちべにのようき（ぷらすちっくせい）,口紅の容器（プラスチック製）,容器包装プラスチック,容プラ,中身は取り除く。
921,くちべにのようき（きんぞくせい）,口紅の容器（金属製）,金属,金属,中身が残っている場合は、雑紙・雑布等にしみ込ませて「可燃」。
922,くつ（かわ・ごうひ）,靴（革・合皮）,燃やせるゴミ,可燃,
923,くつかんそうき,靴乾燥機,金属,金属,
924,くっきーがた（きんぞくせい）,クッキー型（金属製）,金属,金属,
925,くっきんぐしーと,クッキングシート,燃やせるゴミ,可燃,
926,くっきんぐひーたー,クッキングヒーター,金属,金属,
927,くつくりーむのびん,靴クリームの瓶,燃やせないごみ,不燃,
928,くつした,靴下,燃やせるゴミ,可燃,
929,くつしたとめる,靴下止め,燃やせるゴミ,可燃,
930,くつしたのおびまき（かみせい）,靴下の帯巻（紙製）,燃やせるゴミ,可燃,
931,くつしたのとめがね（きんぞくせい）,靴下の留め金（金属製）,金属,金属,
932,くつしたのとめがね（ぷらすちっくせい）,靴下の留め金（プラスチック製）,その他プラスチック,他プラ,
933,くっしょん,クッション,燃やせるゴミ,可燃,中身が「ビーズ」、「発泡ビーズ」の場合も「可燃」。
934,くっしょんかばー（ぬのせい）,クッションカバー（布製）,衣類・布類,衣類・布類,
935,くっしょんけーす,クッションケース,燃やせるゴミ,可燃,
936,くっしょんしーと,クッションシート,燃やせるゴミ,可燃,
937,くっしょんそふぁー,クッションソファー,燃やせるゴミ,可燃,
938,くっしょんふうとう,クッション封筒,燃やせるゴミ,可燃,
939,くっしょんふろあ,クッションフロア,燃やせるゴミ,可燃,畳んだり縛ったりして、１ｍ以上の場合は津市リサイクルセンターへ持ち込み。
940,くっしょんまっと,クッションマット,燃やせるゴミ,可燃,
941,くつずみのちゅーぶ（きんぞくせい）,靴墨のチューブ（金属製）,金属,金属,
942,くつずみのようき（きんぞくせい）,靴墨の容器（金属製）,金属,金属,
943,くつずみのようき（ぷらすちっくせい）,靴墨の容器（プラスチック製）,容器包装プラスチック,容プラ,中身は取り除く。汚れが取れない物は「可燃」。
944,くつのあきばこ,靴の空き箱,雑誌・雑紙,雑誌・雑紙,
945,くつのなかじき,靴の中敷き,燃やせるゴミ,可燃,
946,くつはんがー（ぷらすちっくせい）,靴ハンガー（プラスチック製）,その他プラスチック,他プラ,
947,くつひも,靴ひも,燃やせるゴミ,可燃,
948,くつべら(ぷらすちっくせい),靴べら(プラスチック製),その他プラスチック,他プラ,
